sofifa_id,short_name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,team_position,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
221987,P. Cappelluzzo,23,182,76,Italy,Hellas Verona,62,68,425000,3000,Right,1,3,2,Medium,RES,52,60,46,63,30,68,,,,,,,52,61,67,48,55,62,28,30,36,65,51,53,69,58,53,63,75,66,75,60,49,18,61,50,49,60,40,18,18
234152,Sito,22,180,70,Spain,Valencia CF,62,68,425000,5000,Left,1,3,3,Medium,RES,51,60,61,69,43,38,,,,,,,66,59,38,59,49,70,70,59,59,71,53,49,64,59,63,65,32,33,38,60,45,43,58,61,58,56,57,31,39
243972,Jordi Sánchez,24,190,81,Spain,Valencia CF,62,68,425000,5000,Right,1,3,2,Medium,RES,61,62,43,56,26,58,,,,,,,33,67,64,55,53,57,33,32,26,55,60,61,54,58,48,62,60,56,72,53,27,15,63,49,56,49,36,17,10
211358,J. Fabri,25,183,75,France,Stade Brestois 29,62,67,300000,2000,Right,1,3,1,Medium,SUB,,,,,,,61,60,60,64,52,60,14,17,18,26,13,18,17,17,27,22,49,54,34,61,60,45,61,20,60,14,26,23,17,20,20,58,11,14,20
219720,A. Boniotti,24,179,72,Italy,Brescia,62,67,350000,2000,Right,1,3,2,High,RES,69,40,55,60,61,57,,,,,,,63,34,61,55,54,58,41,39,51,58,73,66,73,60,66,49,55,60,59,41,48,60,39,57,38,55,58,63,63
246790,A. Bamba,25,176,68,France,FC Nantes,62,67,400000,4000,Right,1,3,3,Medium,RES,62,57,66,63,46,46,,,,,,,61,56,52,72,45,62,58,64,80,65,63,62,59,56,67,68,58,34,51,52,43,30,51,54,57,64,48,49,59
202793,A. Berardi,28,185,78,Italy,Hellas Verona,62,62,220000,2000,Right,1,2,1,Medium,RES,,,,,,,61,58,56,64,51,63,14,10,11,29,19,11,16,15,32,21,50,51,35,60,45,42,62,45,55,19,23,21,12,55,22,53,11,19,17
244444,A. Saraniti,30,186,81,Italy,Lecce,62,62,290000,4000,Right,1,2,2,High,RES,53,63,39,55,28,71,,,,,,,29,65,74,50,58,57,39,22,29,54,53,53,49,47,53,66,69,71,79,56,49,21,59,42,61,45,28,18,23
241552,J. Italiano,17,177,68,Australia,Borussia Mönchengladbach,61,82,550000,1000,Right,1,2,3,High,RES,79,55,56,68,28,46,,,,,,,55,53,36,60,50,68,63,48,56,66,87,72,84,44,77,68,64,56,42,51,38,22,49,48,50,55,20,38,30
242434,C. Jones,18,182,68,England,Liverpool,61,82,575000,4000,Right,1,3,3,High,RES,61,56,60,66,48,53,,,,,,,54,56,50,64,53,65,54,47,61,65,64,58,73,58,68,60,57,48,51,55,65,44,55,64,50,62,47,52,47
246123,D. Redan,18,177,68,Netherlands,Hertha BSC,61,82,575000,2000,Right,1,4,3,Medium,RES,74,60,48,58,22,55,,,,,,,43,64,57,50,48,55,52,40,40,57,77,71,70,55,74,63,62,56,60,53,40,21,58,57,60,58,20,15,17
244717,A. Gallo,19,183,73,Italy,Lecce,61,81,500000,2000,Left,1,3,2,High,RES,79,50,61,61,56,54,,,,,,,61,47,49,64,47,61,60,59,59,60,78,79,65,60,66,59,64,54,55,50,50,52,49,60,48,57,55,60,60
246877,G. Gaetano,19,175,70,Italy,Napoli,61,81,550000,5000,Right,1,4,3,Medium,RES,61,60,60,65,33,43,,,,,,,65,60,50,61,56,66,57,42,55,66,62,60,60,51,81,73,47,57,37,47,40,34,52,62,65,54,20,37,36
251550,A. Fitzpatrick,18,177,72,Scotland,Norwich City,61,79,525000,3000,Left,1,4,2,High,RES,77,56,56,64,32,48,,,,,,,62,56,41,57,49,65,57,47,51,64,76,77,66,48,71,68,49,38,59,47,35,20,59,53,55,53,32,36,33
241038,K. Bennetts,20,183,73,England,Borussia Mönchengladbach,61,78,550000,3000,Left,1,4,2,High,RES,75,57,56,67,40,55,,,,,,,61,53,34,54,55,69,65,73,55,65,76,75,68,51,73,70,37,54,62,51,45,41,50,49,70,42,31,48,43
251431,M. Malone,18,184,80,Germany,FC Augsburg,61,78,525000,2000,Right,1,3,2,Medium,SUB,56,60,47,58,23,56,,,,,,,37,62,64,54,44,57,49,38,42,60,55,56,53,62,61,59,64,52,65,60,35,21,62,49,60,55,14,23,16
252599,S. Sanna,20,172,65,France,Toulouse Football Club,61,78,550000,3000,Right,1,3,2,Medium,RES,64,52,61,64,45,48,,,,,,,49,49,53,66,54,64,52,54,65,64,65,64,61,60,82,63,51,54,45,46,46,31,56,63,57,64,39,53,56
252802,W. Singo,18,194,75,Ivory Coast,Torino,61,78,475000,2000,Right,1,2,2,Low,SUB,61,31,40,42,63,59,,,,,,,37,28,63,45,34,39,28,31,41,42,57,64,47,49,46,43,65,56,61,24,54,61,25,38,46,46,52,73,68
237630,A. Paşcanu,20,185,73,Romania,Leicester City,61,77,525000,7000,Right,1,4,2,Medium,RES,66,34,44,59,59,67,,,,,,,59,30,51,43,35,58,37,34,35,60,63,68,60,57,65,35,63,64,67,35,70,59,48,43,45,50,59,62,60
238509,E. Youan,20,181,70,France,FC Nantes,61,77,550000,4000,Right,1,3,3,Medium,SUB,66,63,46,60,23,48,,,,,,,38,66,62,54,59,57,57,38,32,57,68,64,77,56,70,58,67,47,48,65,42,22,59,52,58,54,19,16,19
240570,S. Sissoko,20,178,68,France,Stade de Reims,61,77,525000,3000,Right,1,2,2,Medium,SUB,72,43,56,63,58,63,,,,,,,51,40,53,64,34,62,46,28,58,63,73,71,68,54,73,49,60,65,63,43,61,55,46,57,42,53,57,62,64
241055,Diego Pampín,19,175,71,Spain,RC Celta,61,77,500000,2000,Left,1,3,2,Medium,RES,60,33,51,55,58,55,,,,,,,63,27,64,60,26,51,29,44,40,59,64,57,58,60,63,40,54,55,58,38,49,63,45,38,43,44,45,63,62
243239,L. Gonzalez,19,167,67,Switzerland,Manchester City,61,77,550000,10000,Right,1,3,3,Medium,RES,82,60,53,61,29,62,,,,,,,57,62,51,54,52,60,59,51,47,56,87,77,82,54,69,66,57,61,64,55,58,41,56,50,56,52,22,25,19
251916,P. Ndiaga Yade,19,185,76,Senegal,FC Metz,61,77,550000,2000,Left,1,3,3,Medium,SUB,83,59,51,63,28,60,,,,,,,52,56,56,52,60,65,63,48,43,64,85,82,65,46,59,66,52,55,70,61,45,20,53,53,64,54,26,24,29
237170,Aitor Lorea,21,171,68,Spain,CA Osasuna,61,76,550000,4000,Right,1,3,2,Medium,RES,70,55,57,62,33,54,,,,,,,61,59,39,59,41,61,59,42,52,60,73,68,72,52,78,54,51,55,55,52,49,24,54,57,52,61,45,27,27
243449,L. Perrin,20,187,71,France,Olympique de Marseille,61,76,525000,4000,Right,1,3,2,Medium,RES,55,28,43,43,60,67,,,,,,,38,22,62,53,18,36,28,30,48,47,55,55,51,57,56,53,69,63,72,15,58,55,23,36,52,47,58,64,59
245760,N. Wiemann,20,190,84,Germany,SV Werder Bremen,61,76,525000,3000,Left,1,3,2,Low,RES,63,32,45,40,60,66,,,,,,,38,27,60,56,32,34,32,37,51,44,62,63,49,54,46,46,67,60,75,26,53,58,26,31,48,46,55,65,64
246074,B. Goller,20,180,65,Germany,SV Werder Bremen,61,76,550000,4000,Right,1,3,3,High,RES,72,63,55,64,41,39,,,,,,,62,61,47,55,69,64,55,42,46,65,74,71,68,43,71,77,38,52,34,53,34,22,54,56,69,52,51,43,36
246137,K. Ramsay,18,179,66,England,Southampton,61,76,475000,2000,Right,1,2,2,Medium,RES,70,33,44,60,58,63,,,,,,,61,29,58,43,40,62,39,34,34,54,71,70,61,59,71,31,62,61,66,33,59,58,49,39,45,41,50,66,62
252866,Carreira,18,170,68,Spain,RC Celta,61,76,475000,1000,Right,1,5,3,Medium,RES,63,26,46,54,60,49,,,,,,,60,23,55,57,28,48,33,34,25,55,64,62,59,65,77,26,55,60,43,23,51,61,41,37,39,51,58,63,58
252903,S. Appelkamp,18,175,61,Japan,Fortuna Düsseldorf,61,76,525000,2000,Right,1,3,3,Medium,RES,66,45,60,68,35,39,,,,,,,58,49,31,64,46,67,55,42,62,66,69,64,77,51,79,37,61,51,31,41,36,35,54,59,46,57,37,32,37
243308,Álex Dos Santos,20,185,79,Brazil,Atlético Madrid,61,75,475000,4000,Right,1,3,1,Medium,RES,,,,,,,64,62,65,60,21,59,13,12,13,16,10,11,11,12,18,10,22,21,23,51,48,49,58,45,52,10,22,11,11,33,15,32,12,12,13
243514,J. Meier,19,181,75,Germany,1. FSV Mainz 05,61,75,500000,2000,Left,1,3,2,Medium,RES,63,43,47,55,61,63,,,,,,,55,49,53,48,38,54,43,39,41,50,61,65,68,62,67,38,60,64,63,37,62,58,48,45,33,44,59,65,66
251392,T. Krauß,18,182,75,Germany,RB Leipzig,61,75,525000,3000,Right,1,3,2,High,RES,59,58,58,56,59,51,,,,,,,45,55,60,68,52,56,45,47,64,54,66,53,63,58,61,68,60,55,45,53,60,55,66,55,55,45,55,64,62
235141,P. Menzel,20,192,84,Germany,VfL Wolfsburg,61,74,400000,3000,Right,1,3,1,Medium,RES,,,,,,,65,62,58,57,23,58,14,5,10,20,5,5,12,8,25,15,20,26,36,53,29,44,40,30,69,10,26,8,8,29,15,29,12,13,13
237683,N. Holland,21,178,70,England,West Ham United,61,74,475000,8000,Right,1,4,3,High,RES,78,51,54,66,26,45,,,,,,,54,47,30,55,45,65,51,55,50,62,79,78,76,59,78,56,56,53,41,56,43,26,60,58,41,60,31,21,19
246603,Matis Carvalho,20,187,80,Portugal,Montpellier HSC,61,74,400000,2000,Right,1,2,1,Medium,RES,,,,,,,62,61,59,63,38,59,10,8,12,27,5,8,10,13,25,19,37,38,36,52,43,44,59,29,62,5,26,10,10,22,18,51,10,13,12
239676,K. Taylor,19,178,70,England,Bournemouth,61,73,425000,5000,Right,1,3,3,Medium,RES,68,54,59,63,41,50,,,,,,,56,52,49,61,52,62,58,53,59,60,72,65,76,58,71,59,57,53,51,54,43,35,57,60,51,62,39,43,45
243593,A. Laurienté,20,171,59,France,Stade Rennais FC,61,73,450000,5000,Right,1,3,3,Medium,SUB,61,56,58,66,33,40,,,,,,,55,55,43,61,53,65,53,52,55,67,60,61,63,59,87,62,56,46,33,53,47,24,56,59,54,63,27,38,42
248823,S. Straudi,20,176,69,Italy,SV Werder Bremen,61,73,450000,3000,Right,1,3,3,Medium,RES,72,51,55,64,50,51,,,,,,,53,51,36,62,50,65,55,37,49,59,76,68,73,61,72,56,67,55,46,46,54,50,53,55,46,55,54,53,44
251295,J. Rumpf,19,192,85,Germany,SC Paderborn 07,61,73,400000,2000,Right,1,3,2,Medium,SUB,52,31,40,41,61,56,,,,,,,35,22,62,54,28,36,32,35,32,48,55,50,38,52,45,48,68,34,66,30,55,58,27,31,45,43,55,66,64
252258,M. Talabidi,17,184,78,Germany,RB Leipzig,61,73,350000,1000,Right,1,2,2,Medium,RES,62,29,33,37,63,61,,,,,,,28,24,58,38,30,31,31,35,35,38,65,60,45,50,60,47,73,52,68,21,50,64,25,28,40,42,58,68,67
234401,I. Hemans,22,168,64,Ghana,Paris Saint-Germain,61,72,400000,8000,Left,1,3,2,High,RES,79,41,53,67,57,51,,,,,,,58,34,44,50,42,63,54,60,42,65,78,79,87,58,86,53,58,65,38,39,65,55,61,59,38,45,58,60,59
242748,A. Herzog,21,178,70,Germany,Borussia Mönchengladbach,61,72,400000,3000,Right,1,3,2,Medium,RES,67,43,56,61,58,54,,,,,,,47,37,50,68,31,59,44,40,63,57,69,66,76,57,77,58,67,52,47,42,69,58,42,48,52,50,55,61,66
252864,Bermejo,21,170,67,Spain,RC Celta,61,72,425000,3000,Left,1,3,3,Medium,RES,70,46,55,68,31,43,,,,,,,42,45,38,58,38,69,47,38,64,66,67,73,66,61,78,46,55,44,42,48,39,29,50,61,42,53,33,27,37
225473,G. Sbrissa,22,184,78,Italy,Sassuolo,61,71,400000,7000,Right,1,3,3,High,RES,58,50,58,63,55,62,,,,,,,57,48,52,66,45,65,46,42,65,64,54,62,58,56,58,56,60,69,62,50,56,54,52,49,43,60,52,59,53
234788,Eliseo Falcón,22,183,80,Spain,Levante UD,61,71,375000,3000,Right,1,3,2,Medium,RES,37,29,43,43,60,67,,,,,,,33,22,59,57,29,42,30,32,42,44,36,38,33,52,61,41,69,51,78,29,61,60,30,34,46,52,57,61,63
244480,H. Magnetti,21,180,75,France,Stade Brestois 29,61,71,400000,2000,Left,1,3,3,Medium,SUB,58,46,59,65,54,63,,,,,,,51,38,50,68,38,66,52,41,65,65,54,62,60,55,71,59,62,59,68,50,58,48,50,53,46,56,53,59,58
246940,P. Tawiah,20,173,70,Ghana,SC Paderborn 07,61,71,375000,3000,Left,1,3,2,Medium,RES,71,29,47,65,59,54,,,,,,,51,29,53,57,31,64,31,29,48,62,68,74,74,54,79,23,63,56,49,30,62,58,42,33,40,41,57,64,61
228255,N. Lemaître,22,185,83,France,Stade de Reims,61,70,300000,3000,Right,1,2,1,Medium,SUB,,,,,,,63,58,59,62,33,60,22,17,23,28,17,20,19,14,19,24,34,32,24,51,37,44,32,28,26,15,18,24,19,25,22,44,9,11,15
231187,Oleaga,22,198,87,Spain,Athletic Club de Bilbao,61,70,300000,2000,Right,1,3,1,Medium,RES,,,,,,,63,58,60,61,26,61,14,9,14,34,8,9,15,13,25,25,32,21,31,52,29,45,36,22,74,7,25,13,5,33,12,23,28,13,12
235690,A. Bifulco,22,173,63,Italy,Napoli,61,70,400000,8000,Right,1,3,2,Medium,RES,67,45,61,62,38,45,,,,,,,60,41,52,66,39,62,56,37,62,61,69,65,59,51,82,60,56,62,34,37,50,40,58,62,50,63,25,42,48
235978,Kaiser,23,187,80,Spain,SD Eibar,61,70,350000,3000,Right,1,3,2,Medium,RES,61,34,42,42,62,58,,,,,,,37,29,56,46,29,36,34,32,48,46,59,62,47,52,56,47,72,45,64,33,56,59,25,38,41,47,61,67,64
246833,J. Bühler,21,180,74,Germany,Fortuna Düsseldorf,61,70,400000,4000,Right,1,3,2,Medium,RES,67,50,56,64,26,59,,,,,,,60,51,38,56,35,64,48,38,61,62,67,67,69,54,68,56,68,63,60,46,48,22,52,54,48,53,24,29,23
228368,J. Sterry,23,180,76,England,Newcastle United,61,69,325000,5000,Right,1,3,2,High,RES,64,36,52,60,60,64,,,,,,,61,32,55,54,36,60,50,40,46,58,67,62,65,59,69,37,63,52,64,35,78,60,58,45,47,49,55,64,63
221332,G. Guerrieri,23,184,78,Italy,Lazio,61,68,270000,4000,Right,1,3,1,Medium,RES,,,,,,,62,59,58,61,45,59,12,13,19,27,13,16,18,16,19,20,41,49,35,61,48,44,54,22,67,14,18,23,16,28,23,51,22,15,14
247170,Iago Indias,23,179,68,Spain,RCD Espanyol,61,67,300000,3000,Right,1,2,2,Low,RES,56,38,47,48,61,60,,,,,,,41,39,62,51,28,46,49,38,54,48,55,57,42,59,68,56,65,60,60,24,60,59,20,44,46,50,60,64,62
247198,David Cardoso,24,183,79,Macau,FC Girondins de Bordeaux,61,65,290000,4000,Right,1,2,2,Medium,RES,61,31,37,43,63,61,,,,,,,35,26,61,39,26,37,31,28,35,46,61,61,46,48,67,46,68,62,64,25,48,57,31,39,44,44,60,70,68
251958,A. Tchang-Tchong,25,181,72,France,Dijon FCO,61,65,290000,2000,Left,1,2,2,Medium,SUB,58,31,52,60,63,57,,,,,,,50,30,54,60,30,64,38,39,55,56,63,53,53,54,66,28,63,64,53,27,55,56,54,45,46,46,61,68,72
223679,T. Rieder,25,186,77,Germany,FC Augsburg,61,64,280000,4000,Right,1,3,2,Medium,RES,57,33,42,46,66,67,,,,,,,44,27,58,47,38,39,31,38,44,48,54,59,58,61,62,46,68,59,70,30,67,64,29,32,48,47,65,72,67
231346,A. Alégué,22,175,68,Cameroon,FC Nantes,61,64,325000,4000,Left,1,2,3,Medium,RES,67,56,56,66,28,45,,,,,,,58,55,51,61,52,68,49,41,50,64,68,66,68,50,76,63,48,49,44,54,43,23,57,53,57,55,22,29,28
220352,Moyita,26,172,75,Spain,RCD Mallorca,61,62,300000,4000,Right,1,3,2,Medium,RES,59,58,57,66,31,47,,,,,,,63,62,36,60,43,70,41,40,58,64,57,61,57,50,76,59,42,43,54,55,34,23,55,55,51,42,42,24,31
243710,G. Innocent,19,190,80,France,Paris Saint-Germain,60,80,375000,3000,Right,1,3,1,Medium,SUB,,,,,,,60,58,60,62,31,60,10,6,11,24,9,12,14,11,22,15,30,31,37,48,35,45,57,25,64,9,22,10,5,26,14,25,7,13,12
245865,S. Bajic,17,191,84,France,AS Saint-Étienne,60,80,350000,1000,Right,1,3,1,Medium,SUB,,,,,,,59,63,59,61,24,57,9,5,12,24,8,7,12,11,20,18,28,20,35,49,42,44,55,29,41,9,21,10,5,43,11,25,5,12,9
247507,P. Glatzel,18,174,67,Germany,Liverpool,60,80,425000,5000,Left,1,3,3,Medium,RES,68,60,51,59,30,49,,,,,,,48,60,55,55,56,56,54,40,45,57,68,68,73,60,71,62,60,51,49,60,45,20,58,53,55,55,26,33,24
248228,V. De Baunbag,18,191,77,Spain,RCD Mallorca,60,80,425000,2000,Right,1,3,2,High,RES,74,56,52,63,26,59,,,,,,,53,58,51,60,53,65,45,48,45,61,76,72,66,52,62,55,63,65,65,52,35,27,56,45,58,58,22,22,22
248384,I. Gruev,19,189,74,Bulgaria,SV Werder Bremen,60,80,425000,2000,Left,1,2,3,Medium,RES,54,48,60,59,55,58,,,,,,,61,44,51,62,43,57,41,42,65,61,53,54,54,64,62,57,60,57,61,48,52,61,53,61,43,57,61,50,46
252544,M. Mercan,18,176,69,Germany,FC Schalke 04,60,80,425000,2000,Right,1,4,2,High,RES,64,61,60,63,49,46,,,,,,,49,51,53,66,50,63,58,55,65,62,68,60,67,57,74,82,51,48,46,66,44,45,51,58,60,58,47,52,52
233047,J. Latibeaudiere,19,180,72,England,Manchester City,60,79,425000,7000,Right,1,3,2,Low,RES,61,28,42,47,60,59,,,,,,,33,25,54,51,31,41,36,36,46,49,59,62,60,52,64,38,68,51,63,23,57,57,34,34,34,48,61,62,60
243056,A. Lewis,19,175,63,England,Liverpool,60,79,400000,5000,Left,1,2,2,Medium,RES,66,36,57,60,57,58,,,,,,,62,38,49,56,32,59,62,63,52,57,70,62,68,57,69,30,71,59,52,31,69,58,45,53,55,45,56,60,57
246112,N. Djouahra,19,171,67,France,Real Sociedad,60,79,450000,2000,Right,1,3,2,Medium,RES,62,53,59,61,30,36,,,,,,,46,53,38,70,48,59,49,44,65,59,63,62,67,55,79,56,47,31,35,53,44,28,50,53,47,58,28,31,29
246430,D. Vlahovic,19,190,80,Serbia,Fiorentina,60,79,450000,5000,Left,1,3,2,Medium,SUB,59,61,49,55,24,57,,,,,,,41,65,62,60,47,55,41,37,38,55,60,58,55,54,48,62,65,58,63,55,41,12,58,53,65,55,18,25,24
233745,P. Bargiel,19,180,70,Poland,Milan,60,78,450000,3000,Right,1,3,2,Medium,RES,79,53,55,65,32,44,,,,,,,53,54,41,57,39,65,55,44,55,62,72,84,71,57,69,60,58,45,44,52,41,25,49,57,42,62,32,33,38
238186,M. Bułka,19,199,90,Poland,Paris Saint-Germain,60,78,375000,3000,Right,1,2,1,Medium,SUB,,,,,,,61,57,58,64,26,55,12,8,10,28,5,7,13,14,27,13,28,25,42,53,28,44,43,20,70,7,25,11,8,38,18,42,12,10,14
240906,B. Adekanye,20,170,62,Netherlands,Lazio,60,78,450000,5000,Left,1,2,3,Medium,RES,72,56,52,64,30,53,,,,,,,56,58,49,56,55,64,49,44,46,64,74,71,69,50,75,63,53,53,56,48,45,21,52,49,52,55,25,35,30
241632,B. Garré,18,171,63,Argentina,Manchester City,60,78,425000,6000,Left,1,3,4,Medium,RES,73,55,53,66,32,46,,,,,,,62,58,50,51,53,65,50,59,45,61,75,71,82,50,84,59,48,60,44,43,35,25,55,53,58,48,29,33,29
243513,G. Corbo,19,185,76,Italy,Bologna,60,78,425000,2000,Right,1,2,2,Medium,SUB,51,26,37,45,62,57,,,,,,,36,10,62,45,30,40,32,28,40,47,51,51,54,44,60,52,76,59,60,36,44,58,18,27,38,54,58,68,68
246401,F. Hartmann,18,178,68,Germany,RB Leipzig,60,78,425000,3000,Right,1,3,2,Medium,RES,68,64,48,63,24,46,,,,,,,52,68,45,50,58,63,45,42,43,63,69,67,69,45,70,65,50,60,45,58,32,18,64,44,55,60,20,26,20
247721,T. Raschl,19,177,75,Germany,Borussia Dortmund,60,78,425000,4000,Right,1,3,2,Medium,RES,64,44,59,61,53,61,,,,,,,54,42,43,65,44,59,46,53,63,61,66,62,69,55,72,57,64,55,61,39,69,59,44,57,38,61,48,57,58
248740,G. Ahadme,18,188,76,Morocco,Norwich City,60,78,425000,3000,Right,1,2,2,High,RES,60,58,43,55,29,60,,,,,,,34,62,68,46,53,50,40,37,43,62,57,62,58,54,60,57,69,56,64,49,53,27,57,50,64,48,23,26,20
251855,W. Taïbi,17,175,60,France,Angers SCO,60,78,400000,1000,Right,1,3,3,Medium,RES,59,48,62,65,41,43,,,,,,,47,47,45,68,55,66,58,46,67,64,61,58,60,48,78,54,48,51,39,42,41,25,50,67,56,53,42,46,51
241650,J. Lahne,17,170,68,Sweden,Amiens SC,60,77,425000,1000,Right,1,3,3,Medium,SUB,92,58,51,63,35,64,,,,,,,37,60,44,57,47,61,36,36,55,60,92,92,78,46,88,57,91,75,56,56,62,38,61,59,51,58,27,38,37
245784,A. Tripaldelli,20,182,77,Italy,Sassuolo,60,77,425000,5000,Left,1,3,2,Medium,RES,60,33,46,61,60,58,,,,,,,64,28,49,42,36,65,43,36,41,55,60,60,57,62,61,36,60,57,58,31,59,60,59,43,41,48,58,65,63
248202,Elias Ramírez,20,192,80,Spain,RCD Mallorca,60,77,375000,2000,Right,1,2,1,Medium,RES,,,,,,,58,60,55,63,60,52,13,10,9,19,8,7,12,11,19,17,61,59,60,62,52,41,70,21,60,7,16,6,5,36,12,30,5,12,11
248784,T. Nkada,19,177,72,France,Stade de Reims,60,77,450000,3000,Right,1,3,3,High,RES,74,60,49,62,22,48,,,,,,,46,63,62,53,49,63,53,38,39,60,73,75,65,52,71,57,75,51,50,60,32,16,52,52,69,47,20,13,22
245426,M. Kumbulla,19,185,78,Albania,Hellas Verona,60,76,425000,1000,Right,1,3,2,Medium,RES,58,28,35,34,62,62,,,,,,,30,26,62,45,28,29,30,26,31,30,58,58,45,59,56,40,68,63,62,21,61,59,22,29,30,42,63,62,60
247407,K. Mouanga,18,191,80,France,Angers SCO,60,76,400000,1000,Right,1,3,2,Medium,RES,55,31,35,38,61,66,,,,,,,34,25,59,39,27,34,29,28,37,39,53,57,50,49,46,43,70,65,71,32,53,59,22,33,46,46,55,68,62
250725,M. Diarra,18,183,68,France,Toulouse Football Club,60,76,400000,1000,Left,1,2,2,Medium,SUB,63,31,44,58,60,51,,,,,,,53,30,50,51,28,59,34,34,30,54,65,61,58,56,65,26,56,56,46,33,54,61,49,37,43,43,57,63,66
251192,B. Ndilu,18,186,80,France,FC Nantes,60,76,425000,2000,Right,1,3,2,Medium,RES,60,61,47,57,20,56,,,,,,,39,63,66,53,47,60,43,39,40,53,62,59,57,57,54,58,60,51,67,62,34,17,53,54,72,50,15,15,14
237613,M. Pompetti,19,176,70,Italy,Sampdoria,60,75,450000,3000,Right,1,4,2,Medium,RES,55,37,62,60,41,48,,,,,,,50,33,32,67,38,60,59,42,65,65,58,53,55,52,56,41,35,44,51,39,47,45,52,67,38,60,31,48,46
240778,G. Gori,20,187,74,Italy,Fiorentina,60,75,450000,6000,Left,1,3,2,Medium,RES,51,63,47,56,25,49,,,,,,,36,67,69,53,44,57,48,39,40,56,53,49,54,54,57,63,65,42,55,57,39,19,57,54,76,56,19,22,18
240785,M. Cerofolini,20,188,80,Italy,Fiorentina,60,75,375000,3000,Right,1,1,1,Medium,RES,,,,,,,60,60,60,60,37,63,10,10,14,16,15,11,13,11,24,19,37,37,37,46,55,45,60,25,61,12,22,12,10,40,15,45,18,13,13
243233,D. Wanner,20,179,71,Germany,Borussia Dortmund,60,75,450000,7000,Left,1,3,3,Medium,RES,67,55,55,66,37,53,,,,,,,64,59,43,61,61,66,58,44,42,68,68,67,74,43,67,56,59,63,52,46,43,33,46,48,54,45,36,39,40
245252,A. Gürleyen,20,192,90,Germany,1. FSV Mainz 05,60,75,425000,3000,Right,1,3,2,Medium,SUB,55,37,43,41,55,73,,,,,,,39,27,64,52,33,35,31,32,50,44,54,55,52,48,50,62,68,55,79,37,80,52,27,30,39,43,50,59,54
245565,M. Belkheir,20,185,77,Algeria,Torino,60,75,450000,5000,Left,1,3,2,Medium,RES,73,57,51,61,29,60,,,,,,,52,57,57,50,49,61,59,50,41,59,70,76,64,58,60,65,61,51,68,52,49,27,53,55,58,51,21,30,27
245780,F. Schwarzholz,19,181,75,Germany,FC Augsburg,60,75,425000,2000,Right,1,3,2,Medium,RES,59,38,55,56,57,59,,,,,,,43,30,52,65,29,52,46,39,63,58,64,54,67,55,66,53,62,53,60,41,61,52,40,52,37,44,57,62,58
252325,Ismael,18,176,67,Spain,Real Betis,60,75,425000,1000,Right,1,3,2,Medium,RES,66,54,58,62,56,53,,,,,,,51,57,48,64,44,62,42,50,59,59,64,67,67,56,73,51,59,54,49,56,59,59,55,61,47,57,51,61,55
228642,J. Tilley,21,175,69,England,Brighton & Hove Albion,60,74,450000,5000,Left,1,3,3,Medium,RES,68,55,57,65,22,49,,,,,,,57,53,32,58,48,64,64,66,49,62,71,65,78,50,78,60,34,63,41,55,55,19,54,57,51,58,31,15,13
233116,C. Kahraman,20,175,70,Turkey,1. FC Union Berlin,60,74,450000,4000,Right,1,2,2,Medium,RES,65,56,55,62,48,51,,,,,,,46,58,45,59,49,60,50,45,58,61,67,63,71,48,80,57,60,53,50,55,47,49,57,60,42,56,49,49,44
238058,C. O'Hare,21,173,65,England,Aston Villa,60,74,450000,6000,Right,1,3,3,High,RES,72,55,56,64,45,50,,,,,,,42,57,51,61,47,63,48,46,58,62,76,69,75,56,77,54,64,68,47,52,31,42,55,62,62,57,44,46,42
242454,M. Čović,21,175,65,Germany,Hertha BSC,60,74,450000,3000,Right,1,4,3,Medium,RES,70,44,55,70,35,33,,,,,,,52,42,43,60,39,71,52,44,51,67,74,67,79,46,91,50,45,38,31,40,30,26,53,55,45,48,49,27,22
242850,S. Asta,18,178,75,Germany,FC Augsburg,60,74,400000,1000,Right,1,3,3,Medium,RES,67,31,46,61,60,58,,,,,,,54,28,48,50,34,62,48,37,35,57,68,66,69,55,68,31,61,63,55,32,56,60,55,43,28,41,58,63,64
243397,Daniel Rebollo,19,187,78,Spain,Real Betis,60,74,375000,1000,Right,1,3,1,Medium,RES,,,,,,,59,62,65,58,27,57,12,10,12,25,9,12,11,14,24,13,22,31,38,57,45,49,56,40,45,7,28,13,7,50,13,40,10,14,13
237254,K. Denkey,18,181,81,Togo,Nîmes Olympique,60,73,375000,2000,Right,1,2,2,Medium,SUB,68,59,42,60,23,61,,,,,,,30,64,51,50,43,59,45,38,31,61,68,68,59,56,60,53,59,55,75,54,35,18,61,46,70,46,31,12,12
